Accession;Title;Sample Type;Taxonomy;Channels;Platform;Series;Supplementary Types;Supplementary Links;SRA Accession;Contact;Release Date
GSM5977545;MSCCR_reGRID_228_Biopsy_451, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640933;SRX14640933;Carmen argmann;Sep 16, 2022
GSM5977546;MSCCR_reGRID_229_Biopsy_452, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640934;SRX14640934;Carmen argmann;Sep 16, 2022
GSM5977547;MSCCR_reGRID_230_Biopsy_453, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640935;SRX14640935;Carmen argmann;Sep 16, 2022
GSM5977548;MSCCR_reGRID_230_Biopsy_454, CD participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640936;SRX14640936;Carmen argmann;Sep 16, 2022
GSM5977549;MSCCR_reGRID_230_Biopsy_455, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640937;SRX14640937;Carmen argmann;Sep 16, 2022
GSM5977550;MSCCR_reGRID_233_Biopsy_456, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640938;SRX14640938;Carmen argmann;Sep 16, 2022
GSM5977551;MSCCR_reGRID_233_Biopsy_457, UC participants,LeftColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640939;SRX14640939;Carmen argmann;Sep 16, 2022
GSM5977552;MSCCR_reGRID_233_Biopsy_458, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640940;SRX14640940;Carmen argmann;Sep 16, 2022
GSM5977553;MSCCR_reGRID_234_Biopsy_459, UC participants,RightColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640941;SRX14640941;Carmen argmann;Sep 16, 2022
GSM5977554;MSCCR_reGRID_234_Biopsy_460, UC participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640942;SRX14640942;Carmen argmann;Sep 16, 2022
GSM5977555;MSCCR_reGRID_235_Biopsy_461, CD participants,LeftColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640943;SRX14640943;Carmen argmann;Sep 16, 2022
GSM5977556;MSCCR_reGRID_235_Biopsy_462, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640944;SRX14640944;Carmen argmann;Sep 16, 2022
GSM5977557;MSCCR_reGRID_235_Biopsy_463, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640945;SRX14640945;Carmen argmann;Sep 16, 2022
GSM5977558;MSCCR_reGRID_238_Biopsy_464, UC participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642569;SRX14642569;Carmen argmann;Sep 16, 2022
GSM5977559;MSCCR_reGRID_238_Biopsy_465, UC participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642570;SRX14642570;Carmen argmann;Sep 16, 2022
GSM5977560;MSCCR_reGRID_238_Biopsy_466, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642571;SRX14642571;Carmen argmann;Sep 16, 2022
GSM5977561;MSCCR_reGRID_239_Biopsy_467, UC participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642572;SRX14642572;Carmen argmann;Sep 16, 2022
GSM5977562;MSCCR_reGRID_24_Biopsy_52, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642573;SRX14642573;Carmen argmann;Sep 16, 2022
GSM5977563;MSCCR_reGRID_24_Biopsy_53, UC participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642574;SRX14642574;Carmen argmann;Sep 16, 2022
GSM5977564;MSCCR_reGRID_240_Biopsy_468, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642575;SRX14642575;Carmen argmann;Sep 16, 2022
GSM5977565;MSCCR_reGRID_240_Biopsy_469, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642576;SRX14642576;Carmen argmann;Sep 16, 2022
GSM5977566;MSCCR_reGRID_240_Biopsy_470, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642577;SRX14642577;Carmen argmann;Sep 16, 2022
GSM5977567;MSCCR_reGRID_241_Biopsy_471, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642578;SRX14642578;Carmen argmann;Sep 16, 2022
GSM5977568;MSCCR_reGRID_241_Biopsy_472, UC participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642579;SRX14642579;Carmen argmann;Sep 16, 2022
GSM5977569;MSCCR_reGRID_241_Biopsy_473, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642580;SRX14642580;Carmen argmann;Sep 16, 2022
GSM5977570;MSCCR_reGRID_242_Biopsy_474, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642581;SRX14642581;Carmen argmann;Sep 16, 2022
GSM5977571;MSCCR_reGRID_242_Biopsy_475, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642582;SRX14642582;Carmen argmann;Sep 16, 2022
GSM5977572;MSCCR_reGRID_242_Biopsy_476, CD participants,LeftColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642583;SRX14642583;Carmen argmann;Sep 16, 2022
GSM5977573;MSCCR_reGRID_243_Biopsy_477, CD participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642584;SRX14642584;Carmen argmann;Sep 16, 2022
GSM5977574;MSCCR_reGRID_243_Biopsy_478, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642585;SRX14642585;Carmen argmann;Sep 16, 2022
GSM5977575;MSCCR_reGRID_243_Biopsy_479, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642586;SRX14642586;Carmen argmann;Sep 16, 2022
GSM5977576;MSCCR_reGRID_245_Biopsy_480, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642587;SRX14642587;Carmen argmann;Sep 16, 2022
GSM5977577;MSCCR_reGRID_245_Biopsy_481, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642588;SRX14642588;Carmen argmann;Sep 16, 2022
GSM5977578;MSCCR_reGRID_246_Biopsy_482, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642589;SRX14642589;Carmen argmann;Sep 16, 2022
GSM5977579;MSCCR_reGRID_246_Biopsy_483, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642590;SRX14642590;Carmen argmann;Sep 16, 2022
GSM5977580;MSCCR_reGRID_247_Biopsy_484, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642591;SRX14642591;Carmen argmann;Sep 16, 2022
GSM5977581;MSCCR_reGRID_247_Biopsy_485, CD participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642592;SRX14642592;Carmen argmann;Sep 16, 2022
GSM5977582;MSCCR_reGRID_248_Biopsy_486, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641585;SRX14641585;Carmen argmann;Sep 16, 2022
GSM5977583;MSCCR_reGRID_248_Biopsy_487, CD participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641586;SRX14641586;Carmen argmann;Sep 16, 2022
GSM5977584;MSCCR_reGRID_25_Biopsy_54, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641587;SRX14641587;Carmen argmann;Sep 16, 2022
GSM5977585;MSCCR_reGRID_25_Biopsy_55, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641588;SRX14641588;Carmen argmann;Sep 16, 2022
GSM5977586;MSCCR_reGRID_25_Biopsy_56, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641589;SRX14641589;Carmen argmann;Sep 16, 2022
GSM5977587;MSCCR_reGRID_250_Biopsy_488, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641590;SRX14641590;Carmen argmann;Sep 16, 2022
GSM5977588;MSCCR_reGRID_250_Biopsy_489, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641591;SRX14641591;Carmen argmann;Sep 16, 2022
GSM5977589;MSCCR_reGRID_251_Biopsy_490, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641592;SRX14641592;Carmen argmann;Sep 16, 2022
GSM5977590;MSCCR_reGRID_251_Biopsy_491, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641593;SRX14641593;Carmen argmann;Sep 16, 2022
GSM5977591;MSCCR_reGRID_251_Biopsy_492, CD participants,RightColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641594;SRX14641594;Carmen argmann;Sep 16, 2022
GSM5977592;MSCCR_reGRID_252_Biopsy_493, UC participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641595;SRX14641595;Carmen argmann;Sep 16, 2022
GSM5977593;MSCCR_reGRID_252_Biopsy_494, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641596;SRX14641596;Carmen argmann;Sep 16, 2022
GSM5977594;MSCCR_reGRID_252_Biopsy_495, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641597;SRX14641597;Carmen argmann;Sep 16, 2022
GSM5977595;MSCCR_reGRID_254_Biopsy_496, UC participants,Transverse I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641598;SRX14641598;Carmen argmann;Sep 16, 2022
GSM5977596;MSCCR_reGRID_254_Biopsy_497, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641599;SRX14641599;Carmen argmann;Sep 16, 2022
GSM5977597;MSCCR_reGRID_254_Biopsy_498, UC participants,LeftColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641600;SRX14641600;Carmen argmann;Sep 16, 2022
GSM5977598;MSCCR_reGRID_255_Biopsy_499, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641601;SRX14641601;Carmen argmann;Sep 16, 2022
GSM5977599;MSCCR_reGRID_256_Biopsy_500, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641602;SRX14641602;Carmen argmann;Sep 16, 2022
GSM5977600;MSCCR_reGRID_256_Biopsy_501, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641603;SRX14641603;Carmen argmann;Sep 16, 2022
GSM5977601;MSCCR_reGRID_256_Biopsy_502, UC participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641604;SRX14641604;Carmen argmann;Sep 16, 2022
GSM5977602;MSCCR_reGRID_257_Biopsy_503, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641605;SRX14641605;Carmen argmann;Sep 16, 2022
GSM5977603;MSCCR_reGRID_257_Biopsy_504, CD participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641606;SRX14641606;Carmen argmann;Sep 16, 2022
GSM5977604;MSCCR_reGRID_257_Biopsy_505, CD participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641607;SRX14641607;Carmen argmann;Sep 16, 2022
GSM5977605;MSCCR_reGRID_258_Biopsy_506, CD participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641608;SRX14641608;Carmen argmann;Sep 16, 2022
GSM5977606;MSCCR_reGRID_258_Biopsy_507, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640538;SRX14640538;Carmen argmann;Sep 16, 2022
GSM5977607;MSCCR_reGRID_258_Biopsy_508, CD participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640539;SRX14640539;Carmen argmann;Sep 16, 2022
GSM5977608;MSCCR_reGRID_259_Biopsy_509, UC participants,RightColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640540;SRX14640540;Carmen argmann;Sep 16, 2022
GSM5977609;MSCCR_reGRID_259_Biopsy_510, UC participants,Transverse I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640541;SRX14640541;Carmen argmann;Sep 16, 2022
GSM5977610;MSCCR_reGRID_259_Biopsy_511, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640542;SRX14640542;Carmen argmann;Sep 16, 2022
GSM5977611;MSCCR_reGRID_261_Biopsy_512, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640543;SRX14640543;Carmen argmann;Sep 16, 2022
GSM5977612;MSCCR_reGRID_261_Biopsy_513, UC participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640544;SRX14640544;Carmen argmann;Sep 16, 2022
GSM5977613;MSCCR_reGRID_261_Biopsy_514, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640545;SRX14640545;Carmen argmann;Sep 16, 2022
GSM5977614;MSCCR_reGRID_262_Biopsy_515, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640546;SRX14640546;Carmen argmann;Sep 16, 2022
GSM5977615;MSCCR_reGRID_263_Biopsy_516, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640547;SRX14640547;Carmen argmann;Sep 16, 2022
GSM5977616;MSCCR_reGRID_263_Biopsy_517, CD participants,RightColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640548;SRX14640548;Carmen argmann;Sep 16, 2022
GSM5977617;MSCCR_reGRID_263_Biopsy_518, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640549;SRX14640549;Carmen argmann;Sep 16, 2022
GSM5977618;MSCCR_reGRID_265_Biopsy_519, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640550;SRX14640550;Carmen argmann;Sep 16, 2022
GSM5977619;MSCCR_reGRID_265_Biopsy_520, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640551;SRX14640551;Carmen argmann;Sep 16, 2022
GSM5977620;MSCCR_reGRID_265_Biopsy_521, CD participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640552;SRX14640552;Carmen argmann;Sep 16, 2022
GSM5977621;MSCCR_reGRID_266_Biopsy_522, CD participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640553;SRX14640553;Carmen argmann;Sep 16, 2022
GSM5977622;MSCCR_reGRID_266_Biopsy_523, CD participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640554;SRX14640554;Carmen argmann;Sep 16, 2022
GSM5977623;MSCCR_reGRID_266_Biopsy_524, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640555;SRX14640555;Carmen argmann;Sep 16, 2022
GSM5977624;MSCCR_reGRID_267_Biopsy_525, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640556;SRX14640556;Carmen argmann;Sep 16, 2022
GSM5977625;MSCCR_reGRID_267_Biopsy_526, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640557;SRX14640557;Carmen argmann;Sep 16, 2022
GSM5977626;MSCCR_reGRID_267_Biopsy_527, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640558;SRX14640558;Carmen argmann;Sep 16, 2022
GSM5977627;MSCCR_reGRID_268_Biopsy_528, CD participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640559;SRX14640559;Carmen argmann;Sep 16, 2022
GSM5977628;MSCCR_reGRID_268_Biopsy_529, CD participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640560;SRX14640560;Carmen argmann;Sep 16, 2022
GSM5977629;MSCCR_reGRID_268_Biopsy_530, CD participants,RightColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640561;SRX14640561;Carmen argmann;Sep 16, 2022
GSM5977630;MSCCR_reGRID_269_Biopsy_531, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640946;SRX14640946;Carmen argmann;Sep 16, 2022
GSM5977631;MSCCR_reGRID_269_Biopsy_532, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640947;SRX14640947;Carmen argmann;Sep 16, 2022
GSM5977632;MSCCR_reGRID_27_Biopsy_57, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640948;SRX14640948;Carmen argmann;Sep 16, 2022
GSM5977633;MSCCR_reGRID_27_Biopsy_58, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640949;SRX14640949;Carmen argmann;Sep 16, 2022
GSM5977634;MSCCR_reGRID_27_Biopsy_59, CD participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640950;SRX14640950;Carmen argmann;Sep 16, 2022
GSM5977635;MSCCR_reGRID_270_Biopsy_533, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640951;SRX14640951;Carmen argmann;Sep 16, 2022
GSM5977636;MSCCR_reGRID_272_Biopsy_534, UC participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640952;SRX14640952;Carmen argmann;Sep 16, 2022
GSM5977637;MSCCR_reGRID_272_Biopsy_535, UC participants,LeftColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640953;SRX14640953;Carmen argmann;Sep 16, 2022
GSM5977638;MSCCR_reGRID_272_Biopsy_536, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640954;SRX14640954;Carmen argmann;Sep 16, 2022
GSM5977639;MSCCR_reGRID_273_Biopsy_537, UC participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640955;SRX14640955;Carmen argmann;Sep 16, 2022
GSM5977640;MSCCR_reGRID_273_Biopsy_538, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640956;SRX14640956;Carmen argmann;Sep 16, 2022
GSM5977641;MSCCR_reGRID_273_Biopsy_539, UC participants,LeftColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640957;SRX14640957;Carmen argmann;Sep 16, 2022
GSM5977642;MSCCR_reGRID_274_Biopsy_540, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640958;SRX14640958;Carmen argmann;Sep 16, 2022
GSM5977643;MSCCR_reGRID_274_Biopsy_541, CD participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640959;SRX14640959;Carmen argmann;Sep 16, 2022
