name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Castellaniella ginsengisoli	546114	S	15	66	81	0.00001
Pollutimonas sp. M17	2962065	S	16	29	45	0.00001
Orrella dioscoreae	1851544	S	10	45	55	0.00001
Massilia sp. METH4	3123041	S	10	71	81	0.00001
Massilia endophytica	2899220	S	12	45	57	0.00001
Herbaspirillum hiltneri	341045	S	18	43	61	0.00001
Paucibacter sp. KCTC 42545	1768242	S	21	84	105	0.00001
Methylibium sp. Pch-M	2082386	S	18	113	131	0.00002
Tepidimonas taiwanensis	307486	S	11	93	104	0.00001
Azospira restricta	404405	S	25	179	204	0.00003
Ferribacterium limneticum	76259	S	12	19	31	0.00000
Eikenella corrodens	539	S	18	44	62	0.00001
Iodobacter ciconiae	2496266	S	24	169	193	0.00002
Silvimonas soli	2980100	S	10	6	16	0.00000
Microvirgula aerodenitrificans	57480	S	13	36	49	0.00001
Sideroxydans lithotrophicus	63745	S	28	27	55	0.00001
Candidatus Nitrotoga arctica	453162	S	22	12	34	0.00000
Usitatibacter palustris	2732487	S	20	17	37	0.00000
Usitatibacter rugosus	2732067	S	12	7	19	0.00000
Sterolibacterium denitrificans	157592	S	11	25	36	0.00000
Thiobacillus sp. SCUT-2	3110231	S	13	33	46	0.00001
Rhizobium etli	29449	S	12	236	248	0.00003
Sinorhizobium medicae	110321	S	10	109	119	0.00002
Rhodopseudomonas palustris	1076	S	10	124	134	0.00002
Tsuneonella sp. CC-YZS046	3042152	S	16	63	79	0.00001
Paracoccus stylophorae	659350	S	21	471	492	0.00006
Pelagovum pacificum	2588711	S	10	66	76	0.00001
Komagataeibacter oboediens	65958	S	11	50	61	0.00001
Orientia tsutsugamushi	784	S	37	3	40	0.00001
Akkermansia massiliensis	2927224	S	703	875	1578	0.00020
Akkermansia muciniphila	239935	S	340	36	376	0.00005
Botrimarina mediterranea	2528022	S	20	4	24	0.00000
Alienimonas californiensis	2527989	S	19	3	22	0.00000
Candidatus Velamenicoccus archaeovorus	1930593	S	29	0	29	0.00000
Campylobacter jejuni	197	S	119	677	796	0.00010
Campylobacter concisus	199	S	16	1	17	0.00000
Campylobacter sp. RM6914	1032243	S	12	0	12	0.00000
Sulfurimonas marina	2590551	S	11	0	11	0.00000
Desulfovibrio piger	901	S	31	28	59	0.00001
Pseudodesulfovibrio mercurii	641491	S	12	1	13	0.00000
Maridesulfovibrio sp.	2795000	S	11	1	12	0.00000
Syntrophotalea acetylenica	29542	S	10	3	13	0.00000
uncultured Desulfobulbus sp.	239745	S	16	0	16	0.00000
Treponema peruense	2787628	S	10	46	56	0.00001
Leptospira kirschneri	29507	S	17	4	21	0.00000
Leptospira sp. WS39.C2	3235171	S	11	0	11	0.00000
Candidatus Nanosynbacter sp. HMT-352	2899133	S	91	44	135	0.00002
Candidatus Minimicrobia sp. QA0096	3118470	S	11	17	28	0.00000
Fusobacterium ulcerans	861	S	19	30	49	0.00001
Fusobacterium nucleatum	851	S	10	15	25	0.00000
Leptotrichia shahii	157691	S	38	8	46	0.00001
Cloacibacillus porcorum	1197717	S	23	58	81	0.00001
Acidisarcina polymorpha	2211140	S	17	3	20	0.00000
Bdellovibrio bacteriovorus	959	S	10	2	12	0.00000
Halobacteriovorax sp. BALOs_7	2109558	S	10	0	10	0.00000
Persephonella marina	309805	S	17	0	17	0.00000
Homo sapiens	9606	S	3576	352	3928	0.00050
Methanobrevibacter sp. TLL-48-HuF1	2870563	S	60	7	67	0.00001
Methanobrevibacter smithii	2173	S	15	2	17	0.00000
Eponavirus epona	2734105	S	2119	0	2119	0.00027
Lughvirus lugh	2734248	S	1895	356	2251	0.00029
Toutatisvirus toutatis	2734150	S	208	391	599	0.00008
Blohavirus faecalis	2955511	S	40	16	56	0.00001
Blohavirus americanus	2955510	S	37	14	51	0.00001
Jahgtovirus gastrointestinalis	2955995	S	18	4	22	0.00000
Jahgtovirus intestinihominis	2955997	S	12	3	15	0.00000
Taranisvirus taranis	2734146	S	119	99	218	0.00003
Enterococcus phage EF62phi	977801	S	51	256	307	0.00004
Enterococcus phage EFC-1	1486428	S	14	39	53	0.00001
Oengusvirus oengus	2734262	S	37	0	37	0.00000
Brigitvirus brigit	2734096	S	22	0	22	0.00000
Parabacteroides phage YZ-2015a	1655644	S	19	0	19	0.00000
