name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Maridesulfovibrio sp.	2795000	S	21	11	32	0.00000
Salidesulfovibrio onnuriiensis	2583823	S	10	7	17	0.00000
uncultured Desulfobacter sp.	240139	S	13	11	24	0.00000
uncultured Desulfobulbus sp.	239745	S	13	4	17	0.00000
Campylobacter jejuni	197	S	40	167	207	0.00003
Campylobacter coli	195	S	37	26	63	0.00001
Arcobacter venerupis	1054033	S	10	9	19	0.00000
Treponema peruense	2787628	S	53	4	57	0.00001
Treponema phagedenis	162	S	14	1	15	0.00000
Treponema denticola	158	S	13	32	45	0.00001
Treponema succinifaciens	167	S	10	1	11	0.00000
uncultured Sphaerochaeta sp.	886478	S	19	4	23	0.00000
Cloacibacillus porcorum	1197717	S	122	5	127	0.00002
Pyramidobacter piscolens	638849	S	21	13	34	0.00000
Pyramidobacter sp. YE332	3068894	S	18	11	29	0.00000
Fretibacterium fastidiosum	651822	S	20	0	20	0.00000
Sorangium cellulosum	56	S	10	8	18	0.00000
Nannocystis poenicansa	2995304	S	13	0	13	0.00000
Mucispirillum schaedleri	248039	S	11	0	11	0.00000
Homo sapiens	9606	S	623	67	690	0.00010
Candidatus Methanomassiliicoccus intestinalis	1406512	S	280	0	280	0.00004
Carjivirus communis	2955582	S	121691	19477	141168	0.01960
Carjivirus hominis	2955583	S	21143	3319	24462	0.00340
Dabirmavirus hominis	2955735	S	152	0	152	0.00002
Delmidovirus intestinihominis	2955740	S	61	22	83	0.00001
Delmidovirus splanchnicus	2955741	S	18	6	24	0.00000
Whopevirus animalis	2956679	S	60	0	60	0.00001
Drivevirus gastrointestinalis	2955765	S	27	0	27	0.00000
Endlipuvirus intestinihominis	2955861	S	19	0	19	0.00000
Fohxhuevirus gastrointestinalis	2955907	S	178	0	178	0.00002
Blohavirus americanus	2955510	S	2212	861	3073	0.00043
Blohavirus faecalis	2955511	S	851	366	1217	0.00017
Buorbuivirus hominis	2955559	S	13	2	15	0.00000
Burzaovirus coli	2955560	S	836	647	1483	0.00021
Burzaovirus intestinihominis	2955562	S	263	287	550	0.00008
Burzaovirus faecalis	2955561	S	243	249	492	0.00007
Birpovirus hiberniae	2955498	S	702	209	911	0.00013
Birpovirus hominis	2955499	S	284	75	359	0.00005
Junduvirus communis	2956034	S	6095	307	6402	0.00089
Junduvirus copri	2956035	S	470	23	493	0.00007
Mahlunavirus rarus	2956179	S	36	0	36	0.00000
Brigitvirus brigit	2734096	S	157	1	158	0.00002
Oengusvirus oengus	2734262	S	48	0	48	0.00001
Toutatisvirus toutatis	2734150	S	21	106	127	0.00002
Taranisvirus taranis	2734146	S	20	45	65	0.00001
Human feces pecovirus	1820160	S	14	0	14	0.00000
