name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Adlercreutzia hattorii	2707299	S	386	220	606	0.00003
Adlercreutzia equolifaciens	446660	S	202	51	253	0.00001
Eggerthella lenta	84112	S	434	150	584	0.00003
Eggerthella guodeyinii	2690837	S	12	1	13	0.00000
Eggerthella sp. YY7918	502558	S	10	2	12	0.00000
Gordonibacter pamelaeae	471189	S	58	48	106	0.00001
Gordonibacter urolithinfaciens	1335613	S	28	16	44	0.00000
Berryella intestinalis	1531429	S	87	114	201	0.00001
Raoultibacter timonensis	1907662	S	23	3	26	0.00000
Phoenicibacter congonensis	1944646	S	20	8	28	0.00000
Arabiibacter massiliensis	1870985	S	15	1	16	0.00000
Xiamenia xianingshaonis	2682776	S	15	0	15	0.00000
Denitrobacterium detoxificans	79604	S	13	5	18	0.00000
Slackia heliotrinireducens	84110	S	11	0	11	0.00000
Dehalococcoides mccartyi	61435	S	15	2	17	0.00000
Escherichia coli	562	S	90	2293	2383	0.00012
Salmonella enterica	28901	S	16	3816	3832	0.00019
Buchnera aphidicola	9	S	14	5	19	0.00000
Haemophilus parainfluenzae	729	S	1482	1405	2887	0.00014
Pseudomonas sp. ABC1	2748080	S	12	29	41	0.00000
Pseudomonas aeruginosa	287	S	29	819	848	0.00004
Alcanivorax sp.	1872427	S	11	12	23	0.00000
Acinetobacter haemolyticus	29430	S	20	49	69	0.00000
Acinetobacter indicus	756892	S	12	36	48	0.00000
Moraxella osloensis	34062	S	10	15	25	0.00000
Aeromonas sp. FDAARGOS 1403	2778052	S	37	140	177	0.00001
Succinivibrio dextrinosolvens	83771	S	24	2	26	0.00000
Sutterella faecalis	2584944	S	65	277	342	0.00002
Sutterella megalosphaeroides	2494234	S	37	358	395	0.00002
Sutterella wadsworthensis	40545	S	20	83	103	0.00001
Duodenibacillus massiliensis	1852381	S	137	388	525	0.00003
Paraburkholderia terrae	311230	S	10	162	172	0.00001
Ephemeroptericola cinctiostellae	2268024	S	10	105	115	0.00001
Rhodoferax sp. PAMC 29310	2822760	S	10	136	146	0.00001
Ottowia sp. oral taxon 894	1658672	S	12	253	265	0.00001
Neisseria gonorrhoeae	485	S	20	215	235	0.00001
Agrobacterium vitis	373	S	12	190	202	0.00001
uncultured Cohaesibacter sp.	1002546	S	17	125	142	0.00001
Candidatus Tisiphia endosymbiont of Metellina segmentata	3066274	S	214	193	407	0.00002
Komagataeibacter oboediens	65958	S	46	435	481	0.00002
Rhodospirillum rubrum	1085	S	10	44	54	0.00000
Desulfovibrio piger	901	S	74	239	313	0.00002
Desulfovibrio desulfuricans	876	S	33	70	103	0.00001
Desulfovibrio fairfieldensis	44742	S	25	16	41	0.00000
Pseudodesulfovibrio indicus	1716143	S	10	29	39	0.00000
Nitratidesulfovibrio liaohensis	2604158	S	20	16	36	0.00000
Nitratidesulfovibrio vulgaris	881	S	19	16	35	0.00000
uncultured Mailhella sp.	1981031	S	46	160	206	0.00001
Taurinivorans muris	2787751	S	32	13	45	0.00000
Desulfolutivibrio sulfodismutans	63561	S	19	10	29	0.00000
Maridesulfovibrio sp.	2795000	S	15	11	26	0.00000
Oleidesulfovibrio alaskensis	58180	S	10	106	116	0.00001
Geobacter sulfurreducens	35554	S	11	24	35	0.00000
uncultured Desulfosarcina sp.	218289	S	12	11	23	0.00000
Campylobacter jejuni	197	S	65	847	912	0.00005
Campylobacter coli	195	S	45	79	124	0.00001
Akkermansia muciniphila	239935	S	196	139	335	0.00002
Luteolibacter sp. SL250	2995170	S	10	1	11	0.00000
Treponema peruense	2787628	S	45	1	46	0.00000
Treponema denticola	158	S	20	36	56	0.00000
Treponema parvum	138851	S	18	0	18	0.00000
Treponema ruminis	744515	S	13	0	13	0.00000
Treponema bryantii	163	S	12	0	12	0.00000
Treponema brennaborense	81028	S	12	0	12	0.00000
uncultured Sphaerochaeta sp.	886478	S	19	9	28	0.00000
Leptotrichia sp. oral taxon 212	712357	S	10	15	25	0.00000
Cloacibacillus porcorum	1197717	S	54	2	56	0.00000
Pyramidobacter piscolens	638849	S	11	11	22	0.00000
Pyramidobacter sp. YE332	3068894	S	11	11	22	0.00000
uncultured Dethiosulfovibrio sp.	185448	S	11	0	11	0.00000
Fretibacterium fastidiosum	651822	S	12	0	12	0.00000
Sorangium cellulosum	56	S	11	9	20	0.00000
Candidatus Nanosynbacter sp. HMT-352	2899133	S	16	9	25	0.00000
Calditerrivibrio nitroreducens	477976	S	18	0	18	0.00000
Persicimonas caeni	2292766	S	12	0	12	0.00000
Homo sapiens	9606	S	1429	574	2003	0.00010
Carjivirus communis	2955582	S	968842	131106	1099948	0.05479
Carjivirus hominis	2955583	S	190757	25319	216076	0.01076
Delmidovirus intestinihominis	2955740	S	338	0	338	0.00002
Delmidovirus splanchnicus	2955741	S	158	0	158	0.00001
Drivevirus gastrointestinalis	2955765	S	91	0	91	0.00000
Dabirmavirus hominis	2955735	S	22	0	22	0.00000
Jahgtovirus gastrointestinalis	2955995	S	72660	21269	93929	0.00468
Jahgtovirus intestinihominis	2955997	S	22726	8322	31048	0.00155
Jahgtovirus secundus	2955998	S	10371	1651	12022	0.00060
Jahgtovirus intestinalis	2955996	S	29	0	29	0.00000
Afonbuvirus coli	2955232	S	10098	3647	13745	0.00068
Afonbuvirus intestinihominis	2955234	S	4806	2556	7362	0.00037
Afonbuvirus faecalis	2955233	S	2143	1144	3287	0.00016
Culoivirus faecalis	2955726	S	503	156	659	0.00003
Culoivirus americanus	2955725	S	234	146	380	0.00002
Culoivirus intestinalis	2955727	S	118	95	213	0.00001
Canhaevirus faecalis	2955578	S	27	3	30	0.00000
Cohcovirus splanchnicus	2955712	S	12	0	12	0.00000
Buchavirus faecalis	2955550	S	21	0	21	0.00000
Oengusvirus oengus	2734262	S	801	0	801	0.00004
Taranisvirus taranis	2734146	S	433	255	688	0.00003
Lughvirus lugh	2734248	S	75	9	84	0.00000
Toutatisvirus toutatis	2734150	S	56	74	130	0.00001
Eponavirus epona	2734105	S	14	0	14	0.00000
Lentavirus PMBT5	2734244	S	11	0	11	0.00000
Brigitvirus brigit	2734096	S	10	0	10	0.00000
Parabacteroides phage YZ-2015a	1655644	S	46	0	46	0.00000
