name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Prosthecochloris sp. CIB 2401	1868325	S	11	8	19	0.00000
Ignavibacterium album	591197	S	25	1	26	0.00000
Fibrobacter succinogenes	833	S	17	0	17	0.00000
Faecalibacterium prausnitzii	853	S	12487	15153	27640	0.00131
Faecalibacterium taiwanense	3030638	S	7982	40205	48187	0.00228
Faecalibacterium sp. I4-3-84	2929495	S	2089	6658	8747	0.00041
Faecalibacterium sp. HTF-F	2929491	S	705	1090	1795	0.00008
Faecalibacterium sp. I2-3-92	2929490	S	611	2505	3116	0.00015
Faecalibacterium sp. I4-1-79	2929494	S	465	589	1054	0.00005
Faecalibacterium sp. I3-3-89	2929493	S	397	257	654	0.00003
Faecalibacterium sp. IP-1-18	2929488	S	298	3448	3746	0.00018
Faecalibacterium sp. I3-3-33	2929492	S	280	243	523	0.00002
Faecalibacterium sp. IP-3-29	2929489	S	177	672	849	0.00004
Faecalibacterium duncaniae	411483	S	363	1419	1782	0.00008
Flavonifractor plautii	292800	S	56170	4039	60209	0.00284
Pusillibacter faecalis	2714358	S	4237	599	4836	0.00023
Lawsonibacter asaccharolyticus	2108523	S	2684	133	2817	0.00013
Ruthenibacterium lactatiformans	1550024	S	2589	183	2772	0.00013
Oscillibacter sp. PEA192	2109687	S	2140	7698	9838	0.00046
Oscillibacter hominis	2763056	S	173	15	188	0.00001
Ruminococcus sp. SR1/5	657323	S	1016	4000	5016	0.00024
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	253	16	269	0.00001
Ruminococcus albus	1264	S	196	0	196	0.00001
Ruminococcus champanellensis	1161942	S	26	0	26	0.00000
Ruminococcus gauvreauii	438033	S	17	2	19	0.00000
Dysosmobacter welbionis	2093857	S	971	3322	4293	0.00020
Solibaculum mannosilyticum	2780922	S	847	170	1017	0.00005
Anaerotruncus colihominis	169435	S	692	102	794	0.00004
Vescimonas coprocola	2714355	S	243	69	312	0.00001
Vescimonas fastidiosa	2714353	S	72	27	99	0.00000
Subdoligranulum variabile	214851	S	140	32	172	0.00001
uncultured Subdoligranulum sp.	512298	S	42	11	53	0.00000
Ruminiclostridium papyrosolvens	29362	S	46	3	49	0.00000
Caproicibacterium argilliputei	3030016	S	10	1	11	0.00000
Amygdalobacter indicium	3029272	S	16	1	17	0.00000
Acetivibrio thermocellus	1515	S	10	2	12	0.00000
Paludicola sp. MB14-C6	3070656	S	10	0	10	0.00000
Clostridium sp. M62/1	411486	S	1726	735	2461	0.00012
Clostridium sp. C1	1155388	S	40	8	48	0.00000
Clostridium sp. SY8519	1042156	S	24	1	25	0.00000
Clostridium sp. JS66	3064705	S	23	7	30	0.00000
Clostridium sp. BNL1100	755731	S	15	2	17	0.00000
Clostridium sp. MD294	97138	S	10	0	10	0.00000
Clostridium novyi	1542	S	46	1	47	0.00000
Clostridium botulinum	1491	S	42	17	59	0.00000
Clostridium intestinale	36845	S	41	0	41	0.00000
Clostridium thermarum	1716543	S	32	1	33	0.00000
Clostridium perfringens	1502	S	29	39	68	0.00000
Clostridium felsineum	36839	S	26	0	26	0.00000
Clostridium beijerinckii	1520	S	18	13	31	0.00000
Clostridium gasigenes	94869	S	16	0	16	0.00000
Clostridium isatidis	182773	S	15	0	15	0.00000
Clostridium tyrobutyricum	1519	S	14	0	14	0.00000
Clostridium haemolyticum	84025	S	13	4	17	0.00000
Clostridium diolis	223919	S	11	106	117	0.00001
Intestinimonas butyriciproducens	1297617	S	763	60	823	0.00004
Flintibacter sp. KGMB00164	2610895	S	480	47	527	0.00002
Massilistercora timonensis	2086584	S	82	25	107	0.00001
Proteiniborus sp. MB09-C3	3050072	S	23	0	23	0.00000
Eubacterium callanderi	53442	S	260	34	294	0.00001
Eubacterium ventriosum	39496	S	163	32	195	0.00001
Eubacterium maltosivorans	2041044	S	48	3	51	0.00000
Eubacterium limosum	1736	S	40	3	43	0.00000
Eubacterium sp. MSJ-33	2841528	S	28	4	32	0.00000
Intestinibacillus sp. NTUH-41-i26	3079303	S	107	21	128	0.00001
Agathobaculum sp. NTUH-O15-33	3079302	S	67	1	68	0.00000
Butyricicoccus sp. GAM44	2109686	S	53	0	53	0.00000
Desulfosporosinus orientis	1563	S	46	0	46	0.00000
Desulfitobacterium metallireducens	142877	S	34	1	35	0.00000
uncultured Caproiciproducens sp.	1738647	S	29	9	38	0.00000
Syntrophothermus lipocalidus	86170	S	23	0	23	0.00000
Desulfoscipio gibsoniae	102134	S	15	0	15	0.00000
Maliibacterium massiliense	2086585	S	14	0	14	0.00000
Aristaeella lactis	3046383	S	10	0	10	0.00000
Enterocloster bolteae	208479	S	15069	1790	16859	0.00080
Enterocloster clostridioformis	1531	S	6682	1187	7869	0.00037
Enterocloster asparagiformis	333367	S	2099	67	2166	0.00010
Blautia wexlerae	418240	S	2179	1812	3991	0.00019
Blautia obeum	40520	S	952	566	1518	0.00007
Blautia hansenii	1322	S	773	353	1126	0.00005
Blautia sp. SC05B48	2479767	S	485	1012	1497	0.00007
Blautia luti	89014	S	359	250	609	0.00003
Blautia argi	1912897	S	358	117	475	0.00002
Blautia hydrogenotrophica	53443	S	280	20	300	0.00001
Blautia parvula	2877527	S	194	85	279	0.00001
Blautia coccoides	1532	S	65	390	455	0.00002
Blautia producta	33035	S	58	183	241	0.00001
Blautia pseudococcoides	1796616	S	51	5	56	0.00000
Mediterraneibacter gnavus	33038	S	3231	1283	4514	0.00021
[Ruminococcus] torques	33039	S	1462	696	2158	0.00010
[Ruminococcus] lactaris	46228	S	125	21	146	0.00001
Anaerostipes hadrus	649756	S	3734	673	4407	0.00021
Anaerostipes caccae	105841	S	38	13	51	0.00000
Anaerostipes sp. PC18	3036926	S	22	8	30	0.00000
Simiaoa sunii	2763672	S	2527	717	3244	0.00015
[Clostridium] scindens	29347	S	1050	129	1179	0.00006
[Clostridium] symbiosum	1512	S	386	62	448	0.00002
[Clostridium] hylemonae	89153	S	72	7	79	0.00000
Lachnoclostridium phocaeense	1871021	S	28	7	35	0.00000
Agathobacter rectalis	39491	S	1309	614	1923	0.00009
Hungatella hathewayi	154046	S	1096	167	1263	0.00006
Coprococcus sp. ART55/1	751585	S	571	149	720	0.00003
Coprococcus comes	410072	S	207	107	314	0.00001
Coprococcus catus	116085	S	124	39	163	0.00001
Coprococcus eutactus	33043	S	71	19	90	0.00000
Roseburia intestinalis	166486	S	430	379	809	0.00004
Roseburia hominis	301301	S	162	56	218	0.00001
Roseburia sp. 499	1261634	S	31	4	35	0.00000
Roseburia sp. 831b	1261635	S	29	4	33	0.00000
Roseburia rectibacter	2763062	S	41	18	59	0.00000
Dorea formicigenerans	39486	S	416	239	655	0.00003
Dorea longicatena	88431	S	405	182	587	0.00003
Lachnospira eligens	39485	S	755	1896	2651	0.00013
Anaerobutyricum hallii	39488	S	395	95	490	0.00002
Lacrimispora saccharolytica	84030	S	140	28	168	0.00001
Lacrimispora xylanolytica	29375	S	55	5	60	0.00000
Lacrimispora xylanisolvens	384636	S	47	3	50	0.00000
Lacrimispora sp. BS-2	3151850	S	34	7	41	0.00000
Lacrimispora sphenoides	29370	S	15	2	17	0.00000
Sellimonas intestinalis	1653434	S	140	14	154	0.00001
Butyrivibrio crossotus	45851	S	55	12	67	0.00000
Butyrivibrio fibrisolvens	831	S	29	1	30	0.00000
Butyrivibrio proteoclasticus	43305	S	24	3	27	0.00000
Anaerocolumna cellulosilytica	433286	S	43	6	49	0.00000
Anaerocolumna sp. AGMB13025	3039116	S	21	2	23	0.00000
Anaerocolumna sp. AGMB13020	3081750	S	13	1	14	0.00000
Claveliimonas bilis	3028070	S	76	10	86	0.00000
Marvinbryantia formatexigens	168384	S	56	1	57	0.00000
Lachnoanaerobaculum gingivalis	2490855	S	39	2	41	0.00000
Wansuia hejianensis	2763667	S	43	2	45	0.00000
Wujia chipingensis	2763670	S	33	10	43	0.00000
Kineothrix sp. IPX-CK	3123317	S	21	2	23	0.00000
Qiania dongpingensis	2763669	S	29	2	31	0.00000
Stomatobaculum sp. F0698	3059030	S	28	0	28	0.00000
Anaeromicropila herbilytica	2785025	S	15	0	15	0.00000
Novisyntrophococcus fermenticellae	2068655	S	12	0	12	0.00000
Anaerotignum sp. MB30-C6	3070814	S	16	12	28	0.00000
Clostridioides difficile	1496	S	777	120	897	0.00004
Romboutsia ilealis	1115758	S	226	51	277	0.00001
Romboutsia sp. 13368	2708053	S	50	14	64	0.00000
Romboutsia sp. CE17	2724150	S	12	2	14	0.00000
Romboutsia hominis	1507512	S	12	1	13	0.00000
Paraclostridium sordellii	1505	S	26	3	29	0.00000
Paraclostridium bifermentans	1490	S	11	2	13	0.00000
Tepidibacter aestuarii	2925782	S	19	0	19	0.00000
Intestinibacter bartlettii	261299	S	20	2	22	0.00000
Emergencia timonensis	1776384	S	203	25	228	0.00001
Emergencia sp. JLR.KK010	3114296	S	30	3	33	0.00000
Aminipila terrae	2697030	S	14	0	14	0.00000
Thermoanaerobacterium thermosaccharolyticum	1517	S	28	24	52	0.00000
Thermoanaerobacterium sp. RBIITD	1550240	S	15	2	17	0.00000
Christensenella massiliensis	1805714	S	35	3	38	0.00000
Monoglobus pectinilyticus	1981510	S	44	3	47	0.00000
Iocasia fonsfrigidae	2682810	S	13	0	13	0.00000
Bacillus sp. T3	467262	S	32	8	40	0.00000
Bacillus sp. THAF10	2587848	S	21	4	25	0.00000
Bacillus cytotoxicus	580165	S	20	1	21	0.00000
Bacillus thuringiensis	1428	S	13	29	42	0.00000
Bacillus halotolerans	260554	S	18	11	29	0.00000
Bacillus amyloliquefaciens	1390	S	11	23	34	0.00000
Bacillus subtilis	1423	S	12	48	60	0.00000
Bacillus infantis	324767	S	20	3	23	0.00000
Oceanobacillus jeddahense	1462527	S	52	11	63	0.00000
Oceanobacillus iheyensis	182710	S	23	1	24	0.00000
Tepidibacillus marianensis	3131995	S	52	7	59	0.00000
Neobacillus sp. Marseille-Q6967	2963105	S	24	7	31	0.00000
Salicibibacter kimchii	2099786	S	41	0	41	0.00000
Sutcliffiella horikoshii	79883	S	19	17	36	0.00000
Halobacillus salinarum	2932257	S	20	6	26	0.00000
Metabacillus sp. FJAT-53654	3117747	S	19	12	31	0.00000
Mesobacillus foraminis	279826	S	19	2	21	0.00000
Niallia sp. Man26	2912824	S	20	2	22	0.00000
Ornithinibacillus sp. 4-3	3231488	S	16	7	23	0.00000
Parageobacillus sp. KH3-4	2916802	S	18	6	24	0.00000
Peribacillus simplex	1478	S	17	162	179	0.00001
Psychrobacillus sp. INOP01	2829187	S	14	5	19	0.00000
Alkalihalophilus pseudofirmus	79885	S	14	2	16	0.00000
Radiobacillus kanasensis	2844358	S	13	1	14	0.00000
Caldifermentibacillus hisashii	996558	S	13	88	101	0.00000
Paraliobacillus zengyii	2213194	S	10	1	11	0.00000
Paenibacillus sp. FSL W8-0187	2921710	S	30	57	87	0.00000
Paenibacillus sp. SI8	3163026	S	23	1	24	0.00000
Paenibacillus sp. R14(2021)	2859228	S	15	2	17	0.00000
Paenibacillus sp. FSL W7-1332	2921702	S	13	28	41	0.00000
Paenibacillus sp. BIC5C1	3078263	S	13	3	16	0.00000
Paenibacillus sp. FSL K6-3182	2921495	S	12	1	13	0.00000
Paenibacillus sp. sptzw28	715179	S	12	1	13	0.00000
Paenibacillus sp. FSL K6-2441	2954679	S	11	2	13	0.00000
Paenibacillus donghaensis	414771	S	57	8	65	0.00000
Paenibacillus konkukensis	2020716	S	45	14	59	0.00000
Paenibacillus peoriae	59893	S	15	119	134	0.00001
Paenibacillus brasilensis	128574	S	15	5	20	0.00000
Paenibacillus baekrokdamisoli	1712516	S	12	1	13	0.00000
Paenibacillus kyungheensis	1452732	S	12	14	26	0.00000
Paenibacillus polygoni	3050112	S	11	1	12	0.00000
Brevibacillus laterosporus	1465	S	21	22	43	0.00000
Brevibacillus composti	2796470	S	16	12	28	0.00000
Cohnella candidum	2674991	S	19	4	23	0.00000
Staphylococcus capitis	29388	S	25	54	79	0.00000
Staphylococcus piscifermentans	70258	S	20	9	29	0.00000
Staphylococcus saprophyticus	29385	S	15	9	24	0.00000
Staphylococcus agnetis	985762	S	13	4	17	0.00000
Staphylococcus haemolyticus	1283	S	10	8	18	0.00000
Staphylococcus condimenti	70255	S	10	3	13	0.00000
Planococcus plakortidis	1038856	S	51	19	70	0.00000
Ureibacillus thermophilus	367743	S	14	61	75	0.00000
Ureibacillus sp. FSL K6-8385	2954684	S	12	47	59	0.00000
Exiguobacterium artemiae	340145	S	26	37	63	0.00000
Listeria monocytogenes	1639	S	44	18	62	0.00000
Tumebacillus avium	1903704	S	10	23	33	0.00000
Gemella haemolysans	1379	S	13	0	13	0.00000
Pullulanibacillus sp. KACC 23026	3028315	S	18	3	21	0.00000
Thermoactinomyces vulgaris	2026	S	18	3	21	0.00000
Enterococcus faecium	1352	S	1192	706	1898	0.00009
Enterococcus casseliflavus	37734	S	41	13	54	0.00000
Enterococcus sp. FDAARGOS_375	2060307	S	31	19	50	0.00000
uncultured Enterococcus sp.	167972	S	18	0	18	0.00000
Enterococcus faecalis	1351	S	11	54	65	0.00000
Streptococcus mitis	28037	S	19	33	52	0.00000
Streptococcus oralis	1303	S	18	36	54	0.00000
Streptococcus thermophilus	1308	S	15	7	22	0.00000
Streptococcus gordonii	1302	S	13	3	16	0.00000
Streptococcus australis	113107	S	11	51	62	0.00000
Streptococcus gallolyticus	315405	S	11	63	74	0.00000
Streptococcus cristatus	45634	S	11	2	13	0.00000
Streptococcus pyogenes	1314	S	11	16	27	0.00000
Streptococcus salivarius	1304	S	11	49	60	0.00000
Lactococcus cremoris	1359	S	47	22	69	0.00000
Lactococcus lactis	1358	S	23	56	79	0.00000
Lactococcus allomyrinae	2419773	S	15	0	15	0.00000
Lactococcus sp. NH2-7C	2879149	S	12	4	16	0.00000
Floricoccus penangensis	1859475	S	25	0	25	0.00000
Lactobacillus sp. PV034	2594495	S	20	0	20	0.00000
Lactobacillus kefiranofaciens	267818	S	12	10	22	0.00000
Loigolactobacillus backii	375175	S	47	17	64	0.00000
Ligilactobacillus salivarius	1624	S	15	1	16	0.00000
Weissella sagaensis	2559928	S	33	3	36	0.00000
Lentilactobacillus laojiaonis	2883998	S	19	0	19	0.00000
Lentilactobacillus kefiri	33962	S	15	2	17	0.00000
Latilactobacillus curvatus	28038	S	20	3	23	0.00000
Lapidilactobacillus dextrinicus	51664	S	19	0	19	0.00000
Limosilactobacillus reuteri	1598	S	15	3	18	0.00000
Liquorilactobacillus satsumensis	259059	S	12	0	12	0.00000
Jeotgalibaca sp. MA1X17-3	2908211	S	12	0	12	0.00000
Aerococcus loyolae	2976809	S	24	1	25	0.00000
Turicibacter sanguinis	154288	S	1036	31	1067	0.00005
Turicibacter bilis	2735723	S	411	699	1110	0.00005
Turicibacter sp. H121	1712675	S	69	345	414	0.00002
Longicatena caecimuris	1796635	S	220	65	285	0.00001
Amedibacterium intestinale	2583452	S	192	49	241	0.00001
Solobacterium moorei	102148	S	58	18	76	0.00000
Allobaculum mucilyticum	2834459	S	41	0	41	0.00000
Erysipelothrix larvae	1514105	S	28	2	30	0.00000
Erysipelothrix sp. HDW6B	2714929	S	11	1	12	0.00000
Thomasclavelia ramosa	1547	S	142	14	156	0.00001
Thomasclavelia spiroformis	29348	S	14	1	15	0.00000
Catenibacterium sp. co_0103	2478954	S	53	9	62	0.00000
Faecalibacillus intestinalis	1982626	S	20	5	25	0.00000
Dialister succinatiphilus	487173	S	292	561	853	0.00004
Dialister pneumosintes	39950	S	62	65	127	0.00001
Veillonella parvula	29466	S	237	32	269	0.00001
Veillonella atypica	39777	S	25	3	28	0.00000
Veillonella rogosae	423477	S	24	7	31	0.00000
Veillonella nakazawae	2682456	S	13	17	30	0.00000
Veillonella sp. S12025-13	2682455	S	11	13	24	0.00000
Megasphaera massiliensis	1232428	S	18	6	24	0.00000
Megasphaera stantonii	2144175	S	16	4	20	0.00000
Megamonas funiformis	437897	S	559	28	587	0.00003
Selenomonas dianae	135079	S	19	6	25	0.00000
Selenomonas sp. TAMA-11512	3095337	S	12	2	14	0.00000
Selenomonas sputigena	69823	S	10	0	10	0.00000
Sporomusa ovata	2378	S	16	10	26	0.00000
Phascolarctobacterium faecium	33025	S	213	17	230	0.00001
Acidaminococcus intestini	187327	S	25	2	27	0.00000
Schnuerera ultunensis	45497	S	70	0	70	0.00000
Keratinibaculum paraultunense	1278232	S	22	0	22	0.00000
Finegoldia magna	1260	S	45	6	51	0.00000
Caloranaerobacter azorensis	116090	S	20	0	20	0.00000
Gottschalkia acidurici	1556	S	14	0	14	0.00000
endosymbiont 'TC1' of Trimyema compressum	243899	S	10	0	10	0.00000
Streptomyces sp. NBC_00015	2903611	S	24	40	64	0.00000
Streptomyces sp. NBC_01498	2975870	S	17	21	38	0.00000
Streptomyces sp. NBC_00691	2903671	S	15	32	47	0.00000
Streptomyces sp. T12	477697	S	14	31	45	0.00000
Streptomyces sp. NL15-2K	376149	S	12	14	26	0.00000
Streptomyces sp. NBC_01471	2903879	S	10	13	23	0.00000
Streptomyces pratensis	1169025	S	16	21	37	0.00000
Streptomyces viridosporus	67581	S	16	32	48	0.00000
Streptomyces celluloflavus	58344	S	14	15	29	0.00000
Streptomyces tubbatahanensis	2923272	S	13	11	24	0.00000
Streptomyces xanthii	2768069	S	13	18	31	0.00000
Streptomyces niveus	193462	S	13	16	29	0.00000
Pseudarthrobacter sp. NBSH8	2596911	S	43	28	71	0.00000
Glutamicibacter mishrai	1775880	S	13	10	23	0.00000
Cryobacterium sp. SO1	1897061	S	16	8	24	0.00000
Corynebacterium anserum	2684406	S	15	5	20	0.00000
Corynebacterium tuberculostearicum	38304	S	11	31	42	0.00000
Corynebacterium hindlerae	699041	S	10	3	13	0.00000
Mycobacteroides chelonae	1774	S	12	11	23	0.00000
Nocardia sp. NBC_00403	2975990	S	21	29	50	0.00000
Bifidobacterium longum	216816	S	75	84	159	0.00001
Bifidobacterium adolescentis	1680	S	20	37	57	0.00000
Bifidobacterium animalis	28025	S	18	18	36	0.00000
Bifidobacterium imperatoris	2020965	S	11	3	14	0.00000
Gardnerella vaginalis	2702	S	15	42	57	0.00000
Cutibacterium acnes	1747	S	68	43	111	0.00001
Arcanobacterium phocae	131112	S	34	18	52	0.00000
Trueperella pyogenes	1661	S	41	31	72	0.00000
Micromonospora narathiwatensis	299146	S	20	29	49	0.00000
Collinsella aerofaciens	74426	S	819	112	931	0.00004
Collinsella stercoris	147206	S	29	0	29	0.00000
Olsenella timonensis	1805478	S	24	2	26	0.00000
Eggerthella lenta	84112	S	332	27	359	0.00002
Nostoc sp. NIES-3756	1751286	S	21	5	26	0.00000
Nostoc sp. PCC 7120 = FACHB-418	103690	S	11	4	15	0.00000
Nostoc flagelliforme	1306274	S	15	18	33	0.00000
Fischerella sp. NIES-3754	1752063	S	11	8	19	0.00000
Prochlorococcus marinus	1219	S	43	1	44	0.00000
Synechococcus sp. KORDI-52	585425	S	12	4	16	0.00000
Synechococcus sp. CBW1108	1353147	S	10	1	11	0.00000
Cyanobacterium aponinum	379064	S	18	6	24	0.00000
Picosynechococcus sp. PCC 7003	374981	S	15	1	16	0.00000
Trichothermofontia sichuanensis	3045816	S	27	3	30	0.00000
Acaryochloris marina	155978	S	22	0	22	0.00000
Thermocoleostomius sinensis	3065396	S	12	3	15	0.00000
Mycoplasma cottewii	51364	S	27	0	27	0.00000
Mycoplasma bradburyae	2963128	S	21	0	21	0.00000
Mycoplasma capricolum	2095	S	12	0	12	0.00000
Candidatus Mycoplasma mahonii	3004105	S	12	0	12	0.00000
Spiroplasma endosymbiont of Panzeria rudis	3066301	S	11	19	30	0.00000
Haploplasma axanthum	29552	S	12	0	12	0.00000
Mycoplasmopsis agassizii	33922	S	11	0	11	0.00000
Mycoplasmopsis agalactiae	2110	S	10	0	10	0.00000
Anaerolinea thermophila	167964	S	14	0	14	0.00000
Deinococcus actinosclerus	1768108	S	26	1	27	0.00000
Thermomicrobium roseum	500	S	31	0	31	0.00000
Escherichia coli	562	S	12602	46776	59378	0.00281
Escherichia fergusonii	564	S	53	33	86	0.00000
Klebsiella variicola	244366	S	306	2271	2577	0.00012
Klebsiella pneumoniae	573	S	57	1231	1288	0.00006
Klebsiella quasipneumoniae	1463165	S	23	55	78	0.00000
Klebsiella huaxiensis	2153354	S	14	4	18	0.00000
Klebsiella michiganensis	1134687	S	12	35	47	0.00000
Citrobacter meridianamericanus	2894201	S	42	13	55	0.00000
Enterobacter mori	539813	S	12	11	23	0.00000
Yersinia intermedia	631	S	26	287	313	0.00001
Serratia grimesii	82995	S	27	0	27	0.00000
Serratia marcescens	615	S	19	9	28	0.00000
Nissabacter sp. SGAir0207	2126321	S	14	0	14	0.00000
Chimaeribacter arupi	2060066	S	14	0	14	0.00000
Proteus vulgaris	585	S	100	27	127	0.00001
Proteus mirabilis	584	S	28	2	30	0.00000
Providencia sp. PROV188	2939731	S	16	11	27	0.00000
Providencia heimbachae	333962	S	12	0	12	0.00000
Photorhabdus thracensis	230089	S	16	0	16	0.00000
Morganella morganii	582	S	13	0	13	0.00000
Pantoea anthophila	470931	S	13	14	27	0.00000
Buchnera aphidicola	9	S	29	0	29	0.00000
Musicola paradisiaca	69223	S	38	0	38	0.00000
Haemophilus parainfluenzae	729	S	551	50	601	0.00003
[Haemophilus] ducreyi	730	S	10	0	10	0.00000
Mannheimia bovis	2770636	S	28	6	34	0.00000
Aggregatibacter aphrophilus	732	S	14	2	16	0.00000
Gallibacterium anatis	750	S	20	1	21	0.00000
Gallibacterium salpingitidis	505341	S	11	0	11	0.00000
Pasteurella multocida	747	S	14	2	16	0.00000
Pseudomonas sp. BT-42-2	2986927	S	36	22	58	0.00000
Pseudomonas sp. MTM4	2705472	S	18	5	23	0.00000
Pseudomonas psychrophila	122355	S	34	31	65	0.00000
Pseudomonas fluorescens	294	S	14	69	83	0.00000
Pseudomonas viridiflava	33069	S	11	9	20	0.00000
Pseudomonas mendocina	300	S	11	22	33	0.00000
Pseudomonas hefeiensis	2738125	S	11	15	26	0.00000
Pseudomonas denitrificans (nom. rej.)	43306	S	15	5	20	0.00000
Thiopseudomonas alkaliphila	1697053	S	11	0	11	0.00000
Marinobacter sp. AN1	2886046	S	10	4	14	0.00000
Pseudoalteromonas sp. N1230-9	2907156	S	28	21	49	0.00000
Pseudoalteromonas sp. R3	1709477	S	24	10	34	0.00000
Pseudoalteromonas luteoviolacea	43657	S	42	3	45	0.00000
Shewanella sp. MTB7	2746932	S	14	0	14	0.00000
Shewanella baltica	62322	S	14	51	65	0.00000
Shewanella aestuarii	1028752	S	13	0	13	0.00000
Parashewanella spongiae	342950	S	16	0	16	0.00000
Salinimonas sediminis	2303538	S	24	0	24	0.00000
Catenovulum sediminis	1740262	S	12	0	12	0.00000
Thalassotalea hakodatensis	3030492	S	11	0	11	0.00000
Psychromonas sp. CNPT3	314282	S	30	0	30	0.00000
Moritella marina	90736	S	19	0	19	0.00000
Ferrimonas balearica	44012	S	10	0	10	0.00000
Vibrio sp. J383	2942997	S	18	32	50	0.00000
Vibrio sp. DW001	2912315	S	12	0	12	0.00000
Vibrio sp. qd031	1603038	S	10	0	10	0.00000
Vibrio parahaemolyticus	670	S	15	5	20	0.00000
Vibrio owensii	696485	S	13	12	25	0.00000
Vibrio lentus	136468	S	27	16	43	0.00000
Vibrio casei	673372	S	25	4	29	0.00000
Vibrio cholerae	666	S	23	27	50	0.00000
Vibrio pomeroyi	198832	S	18	13	31	0.00000
Vibrio mimicus	674	S	16	4	20	0.00000
Vibrio bathopelagicus	2777577	S	10	5	15	0.00000
Photobacterium profundum	74109	S	12	3	15	0.00000
Aliivibrio fischeri	668	S	15	16	31	0.00000
Acinetobacter haemolyticus	29430	S	43	22	65	0.00000
Acinetobacter calcoaceticus	471	S	22	5	27	0.00000
Acinetobacter sp. NEB 394	2743575	S	14	57	71	0.00000
Acinetobacter indicus	756892	S	10	3	13	0.00000
Acinetobacter johnsonii	40214	S	10	11	21	0.00000
Acinetobacter schindleri	108981	S	10	4	14	0.00000
Moraxella bovis	476	S	18	9	27	0.00000
Moraxella nasicaprae	2904122	S	11	1	12	0.00000
Marinimicrobium sp. C6131	3022676	S	53	1	54	0.00000
Saccharophagus degradans	86304	S	17	0	17	0.00000
Microbulbifer variabilis	266805	S	18	0	18	0.00000
Microbulbifer bruguierae	3029061	S	17	0	17	0.00000
Microbulbifer sp. A4B17	359370	S	12	1	13	0.00000
Xanthomonas vesicatoria	56460	S	33	11	44	0.00000
Halomonas sp. R57-5	1610576	S	38	26	64	0.00000
Acidihalobacter aeolianus	2792603	S	24	0	24	0.00000
Thiolapillus brandeum	1076588	S	18	0	18	0.00000
Sulfuriflexus mobilis	1811807	S	15	0	15	0.00000
Aeromonas veronii	654	S	12	36	48	0.00000
Succinivibrio dextrinosolvens	83771	S	26	0	26	0.00000
Hydrogenovibrio marinus	28885	S	19	0	19	0.00000
Thiomicrospira aerophila	92245	S	11	0	11	0.00000
Legionella pneumophila	446	S	31	0	31	0.00000
Coxiella endosymbiont of Amblyomma nuttalli	2749996	S	17	0	17	0.00000
Sutterella wadsworthensis	40545	S	352	74	426	0.00002
Turicimonas muris	1796652	S	209	53	262	0.00001
Duodenibacillus massiliensis	1852381	S	26	5	31	0.00000
Burkholderia contaminans	488447	S	11	28	39	0.00000
Burkholderia pseudomallei	28450	S	15	38	53	0.00000
Paraburkholderia hospita	169430	S	14	7	21	0.00000
Polynucleobacter wuianus	1743168	S	12	1	13	0.00000
Candidatus Vallotia lariciata	2018052	S	11	1	12	0.00000
Pseudoduganella plicata	321984	S	27	41	68	0.00000
Janthinobacterium lividum	29581	S	25	30	55	0.00000
Oxalobacter aliiformigenes	2946593	S	30	18	48	0.00000
Hydrogenophaga crassostreae	1763535	S	28	8	36	0.00000
Variovorax paradoxus	34073	S	10	14	24	0.00000
Rhodoferax mekongensis	3068341	S	18	27	45	0.00000
Advenella alkanexedens	1481665	S	17	4	21	0.00000
Advenella mimigardefordensis	302406	S	10	1	11	0.00000
Alcaligenes aquatilis	323284	S	15	23	38	0.00000
Taylorella equigenitalis	29575	S	10	6	16	0.00000
Achromobacter xylosoxidans	85698	S	15	35	50	0.00000
Castellaniella defragrans	75697	S	10	10	20	0.00000
Neisseria sp. Dent CA1/247	2912675	S	27	30	57	0.00000
Snodgrassella alvi	1196083	S	51	14	65	0.00000
Chromobacterium rhizoryzae	1778675	S	22	63	85	0.00000
Aquitalea magnusonii	332411	S	16	10	26	0.00000
Sulfuriferula nivalis	2675298	S	69	36	105	0.00000
Azoarcus sp. KH32C	748247	S	13	19	32	0.00000
Rhizobium sp. K102	2918527	S	25	67	92	0.00000
Rhizobium lusitanum	293958	S	11	10	21	0.00000
uncultured Cohaesibacter sp.	1002546	S	135	47	182	0.00001
Bradyrhizobium sp. 195	2782662	S	17	13	30	0.00000
Bradyrhizobium elkanii	29448	S	11	27	38	0.00000
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	2493672	S	11	16	27	0.00000
Labrenzia sp. VG12	2021862	S	23	16	39	0.00000
Methylobacterium sp. C1	1479019	S	12	46	58	0.00000
Brucella sp. JSBI001	2886044	S	12	25	37	0.00000
Methylocystis sp. SC2	187303	S	10	5	15	0.00000
Hyphomicrobium nitrativorans	1427356	S	12	4	16	0.00000
Coralliovum pocilloporae	3066369	S	10	1	11	0.00000
Sphingomonas taxi	1549858	S	41	24	65	0.00000
Sphingomonas piscis	2714943	S	18	5	23	0.00000
Sphingomonas parapaucimobilis	28213	S	12	6	18	0.00000
Sphingobium sp. V4	3038927	S	18	9	27	0.00000
Sphingobium sp. KCTC 72723	2733867	S	10	2	12	0.00000
